borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,notes,borocd,councildist,ct2010,latitude,longitude,precinct,object_id,location_point,_assembly_district,_congress_district,dsny_district,_dsny_section,dsny_zone,senate_district,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,website,app_android,app_ios,bbl,bin
Manhattan,Chinatown-Two Bridges,NW Catherine St & Cherry St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,1,1000800,40.71026346,-73.99644857,5,42276,"{'type': 'Point', 'coordinates': [-73.99644857, 40.71026346]}",65,10,MN03,MN031,MN,27,11723,70,4,32,2,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=237,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363929'},,
Bronx,Concourse-Concourse Village,BronxWorks Carolyn McLaughlin Community Center,1130 Grand Concourse,GrowNYC,Year Round,Thursday (Start Time: 10:00 AM - End Time:  1:00 PM),,204,16,2018102,40.83268,-73.918805,44,42444,"{'type': 'Point', 'coordinates': [-73.918805, 40.83268]}",77,15,BX04,BX042,BX,32,10934,50,5,42,27,grownyc.org/compost,,,,
Bronx,Concourse-Concourse Village,NW Morris Avenue & East 163rd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",204,16,2017300,40.82739892,-73.91744524,44,42434,"{'type': 'Point', 'coordinates': [-73.91744524, 40.82739892]}",77,15,BX04,BX041,BX,32,10934,50,5,42,27,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=413,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364105'},,
Manhattan,Financial District-Battery Park City,Battery Park City North End Dog Run,Battery Park City North End Dog Run,Battery Park City Authority,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,101,1,1031703,40.716483,-74.014855,1,42229,"{'type': 'Point', 'coordinates': [-74.014855, 40.716483]}",61,10,MN01,MN011,MN,27,10368,56,4,32,1,https://bpca.ny.gov/nature-and-sustainability/sustainability/,,,1000030001,1000000
Brooklyn,Bedford-Stuyvesant (East),NE Throop Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3027700,40.68581223,-73.94146979,79,42064,"{'type': 'Point', 'coordinates': [-73.94146979, 40.68581223]}",56,8,BKN03,BKN033,BKN,25,18181,69,2,49,51,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=111,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363803'},,
Manhattan,Upper East Side-Carnegie Hill,NW 3 Ave & E 95 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1015801,40.78468357,-73.94989274,19,42302,"{'type': 'Point', 'coordinates': [-73.94989274, 40.78468357]}",68,12,MN08,MN085,MN,28,10099,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=255,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363947'},,
Manhattan,Washington Heights (South),SW W 177 St & Audubon Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",112,10,1026100,40.84610841,-73.93435451,33,42212,"{'type': 'Point', 'coordinates': [-73.93435451, 40.84610841]}",72,13,MN12,MN122,MN,31,13091,47,4,39,21,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=377,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364069'},,
Brooklyn,Bay Ridge,Bay Ridge Greenmarket,3rd Ave & 95th Street,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:30 PM),,310,47,3005400,40.6174,-74.033703,68,42491,"{'type': 'Point', 'coordinates': [-74.033703, 40.6174]}",46,11,BKS10,BKS103,BKS,26,17216,10,2,44,41,grownyc.org/compost,,,,
Manhattan,Harlem (North),134th Street Farm,118 W 134th St,Harlem Grown,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,110,9,1022600,40.81380167,-73.94286914,32,42375,"{'type': 'Point', 'coordinates': [-73.94286914, 40.81380167]}",70,13,MN10,MN103,MN,30,12427,18,4,36,20,www.harlemgrown.org/volunteer,,,,
Brooklyn,Prospect Heights,NW Vanderbilt Avenue & Plaza Street East,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3020700,40.67550079,-73.96958336,77,42133,"{'type': 'Point', 'coordinates': [-73.96958336, 40.67550079]}",52,10,BKN08,BKN081,BKN,20,13829,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=161,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363853'},,
Brooklyn,Bushwick (East),NW Central Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3041300,40.6907969,-73.91234536,83,42096,"{'type': 'Point', 'coordinates': [-73.91234536, 40.6907969]}",54,7,BKN04,BKN043,BKN,18,18181,42,2,37,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=123,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363815'},,
Bronx,Pelham Bay-Country Club-City Island,NE City Island Avenue & Winter Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",210,13,2051601,40.84382558,-73.78518753,45,42038,"{'type': 'Point', 'coordinates': [-73.78518753, 40.84382558]}",82,14,BX10,BX101,BX,34,11273,43,5,12,28,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=73,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363765'},,
Bronx,Bedford Park,Meg?s Community Garden at The James Baldwin Outdoor Learning Center Farmer?s Mark,"100 W Mosholu Pkwy S, The Bronx, NY 10468",Volunteers at James Baldwin Outdoor Learning Center,Spring - Fall,Saturday (Start Time: 10:00 AM - End Time:  3:00 PM),Site entrance is on the Goulden Ave side of campus,207,11,2040900,40.88207,-73.88825,52,42476,"{'type': 'Point', 'coordinates': [-73.88825, 40.88207]}",81,13,BX07,BX072,BX,33,11606,24,5,40,34,https://www.jamesbaldwinoutdoorlearningcenter.org/,,,,
Manhattan,Upper East Side-Yorkville,NW 1 Ave & E 81 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1013800,40.77380204,-73.95175657,19,42287,"{'type': 'Point', 'coordinates': [-73.95175657, 40.77380204]}",76,12,MN08,MN083,MN,28,12425,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=383,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364075'},,
Brooklyn,Crown Heights (North),NE Kingston Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3033900,40.6712827,-73.94190498,77,42155,"{'type': 'Point', 'coordinates': [-73.94190498, 40.6712827]}",43,9,BKN08,BKN082,BKN,20,17615,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=187,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363879'},,
Manhattan,Morningside Heights,Columbia Sunday Greenmarket,Broadway between 114th St. and 115th St.,GrowNYC,Year Round,Sunday (Start Time: 8:00 AM - End Time:  12:00 PM),,109,7,1020300,40.807138,-73.96437,26,42175,"{'type': 'Point', 'coordinates': [-73.96437, 40.807138]}",69,13,MN09,MN091,MN,30,12424,37,4,23,17,grownyc.org/compost,,,,
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Covert Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3040900,40.69199579,-73.90651491,83,42106,"{'type': 'Point', 'coordinates': [-73.90651491, 40.69199579]}",54,7,BKN04,BKN043,BKN,18,17214,42,2,37,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=138,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363830'},,
Manhattan,SoHo-Little Italy-Hudson Square,*LAST DAY DECEMBER 6* 6th Ave & Spring St,6th Avenue & Spring Street -NE Corner,NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesday (Start Time: 9:00 AM - End Time:  2:00 PM),,102,1,1004900,40.7256282,-74.003866,1,42238,"{'type': 'Point', 'coordinates': [-74.003866, 40.7256282]}",66,10,MN02,MN021,MN,27,12075,57,4,10,1,https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,,,,
Queens,Queensbridge-Ravenswood-Dutch Kills,NE 35th Avenue & 12th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,26,4004300,40.76262573,-73.93766776,114,41995,"{'type': 'Point', 'coordinates': [-73.93766776, 40.76262573]}",36,7,QW01,QW016,QW,59,16863,39,3,33,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=203,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363895'},,
Brooklyn,Crown Heights (North),NW Rogers Avenue & Sterling Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,36,3021900,40.67279918,-73.95310335,77,42143,"{'type': 'Point', 'coordinates': [-73.95310335, 40.67279918]}",57,9,BKN08,BKN082,BKN,20,17618,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=191,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363883'},,
Brooklyn,Bedford-Stuyvesant (East),SW Patchen Avenue & Monroe Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3038500,40.68815347,-73.92714042,81,42042,"{'type': 'Point', 'coordinates': [-73.92714042, 40.68815347]}",56,8,BKN03,BKN034,BKN,25,18181,69,2,49,52,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=78,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363770'},,
Brooklyn,Bushwick (East),NW Irving Avenue & Weirfield Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3043900,40.6950796,-73.9073417,83,42111,"{'type': 'Point', 'coordinates': [-73.9073417, 40.6950796]}",54,7,BKN04,BKN043,BKN,18,13828,42,2,37,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=157,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363849'},,
Bronx,Mount Eden-Claremont (West),SE Eastburn Avenue & East 174th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",204,15,2022902,40.84471862,-73.90847526,44,42439,"{'type': 'Point', 'coordinates': [-73.90847526, 40.84471862]}",86,15,BX04,BX043,BX,32,10935,50,5,22,27,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=416,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364108'},,
Bronx,Morris Park,Albert Einstein College of Medicine (AECOM) Garden Club,Near 1975 Eastchester Road,Volunteers at Einstein Community Garden,Year Round,Wednesday (Start Time: 4:00 PM - End Time:  5:00 PM),,211,13,2029600,40.85322611,-73.8434618,49,42523,"{'type': 'Point', 'coordinates': [-73.8434618, 40.85322611]}",80,14,BX11,BX112,BX,34,11270,59,5,12,32,,,,2042050002,2102976
Brooklyn,East Flatbush-Erasmus,Rogers / Tilden / Veronica Place Garden,"2601 - 2603 Tilden Avenue, Brooklyn 11226",Rogers / Tilden / Veronica Place Garden,Year Round,Saturday (Start Time: 10:00 AM - End Time:  12:00 PM),,317,40,3079400,40.6472062,-73.9526235,67,42555,"{'type': 'Point', 'coordinates': [-73.9526235, 40.6472062]}",42,9,BKN17,BKN174,BKN,21,13510,61,2,11,40,,,,,
Manhattan,Upper West Side (Central),SW W 93 St & Columbus Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,7,1017700,40.7909141,-73.96910424,24,42407,"{'type': 'Point', 'coordinates': [-73.96910424, 40.7909141]}",69,12,MN07,MN074,MN,47,12422,20,4,19,15,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=371,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364063'},,
Manhattan,Harlem (South),SW St. Nicholas Avenue & West 118 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",110,9,1022000,40.8050784,-73.95281788,28,42370,"{'type': 'Point', 'coordinates': [-73.95281788, 40.8050784]}",70,13,MN10,MN101,MN,30,12423,18,4,36,18,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=335,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364027'},,
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Carroll Gardens Greenmarket,Smith St and 1st Pl,GrowNYC,Year Round,Sunday (Start Time: 8:00 AM - End Time:  12:00 PM),,306,39,3007700,40.679954,-73.99517,76,42502,"{'type': 'Point', 'coordinates': [-73.99517, 40.679954]}",52,10,BKS06,BKS062,BKS,26,13514,14,2,27,48,grownyc.org/compost,,,,
Bronx,Longwood,Kelly Street Garden,"924 Kelly St, The Bronx, NY 10459",Volunteers at Kelly Street Garden,Year Round,Saturday (Start Time: 10:00 AM - End Time:  2:00 PM),,202,17,2008700,40.820124,-73.895674,41,42508,"{'type': 'Point', 'coordinates': [-73.895674, 40.820124]}",85,14,BX02,BX021,BX,32,10937,8,5,43,24,https://www.facebook.com/kellyst.garden/,,,,
Manhattan,Upper West Side-Lincoln Square,SE West End Ave & W 65 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1015101,40.77519164,-73.98753544,20,42392,"{'type': 'Point', 'coordinates': [-73.98753544, 40.77519164]}",67,12,MN07,MN071,MN,47,12420,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=362,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364054'},,
Manhattan,Upper East Side-Yorkville,NW 2nd Ave & 95th St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1015601,40.78340998,-73.94763142,19,42293,"{'type': 'Point', 'coordinates': [-73.94763142, 40.78340998]}",68,12,MN08,MN085,MN,29,10099,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=254,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363946'},,
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Big Reuse Warehouse,"1 12th St, Brooklyn NY 11215",NYC Compost Project Hosted by Big Reuse,Year Round,Every Day (Start Time: 10:00 AM - End Time:  6:00 PM),,306,38,3011902,40.672077,-73.996401,78,42128,"{'type': 'Point', 'coordinates': [-73.996401, 40.672077]}",52,10,BKS06,BKS065,BKS,26,17617,14,2,27,50,https://www.bigreuse.org/service/compost/,,,,
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Herkimer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3024700,40.6799083,-73.95316858,79,42069,"{'type': 'Point', 'coordinates': [-73.95316858, 40.6799083]}",57,8,BKN03,BKN032,BKN,25,17618,69,2,49,51,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=93,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363785'},,
